Customer ID,Email,Age,Gender,Time on App (minutes),Time on Web (minutes),Membership,Favorite Product Base,Demography,Annual Income (K$),Spending Score
355,user355@srm.ac.in,66,Male,89,49,No,Groceries,Bangalore,278,59
356,user356@gmail.com,66,Female,36,37,Yes,Groceries,Coimbatore,217,88
357,user357@kpriet.ac.in,40,Male,15,31,Yes,Luxury & Beauty,Mumbai,78,19
358,user358@outlook.com,56,Female,123,104,Yes,Groceries,Mumbai,157,33
359,user359@hotmail.com,22,Female,17,173,Yes,Electronics,New Delhi,51,32
360,user360@gmail.com,57,Male,48,158,Yes,Luxury & Beauty,New Delhi,182,78
361,user361@srm.ac.in,79,Male,151,160,Yes,Groceries,Tiruppur,257,75
362,user362@outlook.com,55,Female,115,87,No,Electronics,Coimbatore,228,85
363,user363@srm.ac.in,17,Female,106,134,No,Books,New Delhi,53,21
364,user364@srm.ac.in,60,Female,132,103,Yes,Books,New Delhi,267,2
365,user365@gmail.com,45,Female,12,112,No,Groceries,Coimbatore,34,15
366,user366@srm.ac.in,34,Female,102,160,Yes,Books,Salem,228,99
367,user367@gmail.com,25,Female,179,68,Yes,Groceries,Chennai,139,12
368,user368@hotmail.com,68,Male,114,75,Yes,Luxury & Beauty,Chennai,29,83
369,user369@kpriet.ac.in,21,Male,49,106,Yes,Books,Kanpur,157,92
370,user370@srm.ac.in,37,Female,95,92,Yes,Luxury & Beauty,Mumbai,71,50
371,user371@srm.ac.in,12,Male,59,80,No,Luxury & Beauty,Kanpur,146,51
372,user372@srm.ac.in,16,Male,52,120,Yes,Luxury & Beauty,New Delhi,84,91
373,user373@yahoo.com,52,Female,75,39,No,Clothing,Salem,175,76
374,user374@yahoo.com,41,Male,76,40,No,Electronics,Kanpur,228,11
375,user375@outlook.com,26,Male,119,110,No,Groceries,New Delhi,248,67
376,user376@kpriet.ac.in,36,Male,43,159,No,Luxury & Beauty,New Delhi,62,25
377,user377@kpriet.ac.in,18,Male,13,136,No,Groceries,Chennai,276,55
378,user378@yahoo.com,80,Female,162,81,No,Luxury & Beauty,Chennai,124,22
379,user379@outlook.com,36,Female,163,145,Yes,Electronics,Bangalore,92,55
380,user380@yahoo.com,37,Female,162,85,No,Books,Coimbatore,211,33
381,user381@hotmail.com,39,Female,67,146,Yes,Groceries,Bangalore,296,89
382,user382@outlook.com,52,Male,170,166,Yes,Clothing,New Delhi,106,39
383,user383@kpriet.ac.in,28,Male,80,60,Yes,Groceries,Kanpur,145,65
384,user384@kpriet.ac.in,10,Female,132,56,No,Electronics,Bangalore,295,69
385,user385@yahoo.com,45,Female,110,58,No,Luxury & Beauty,Coimbatore,236,85
386,user386@hotmail.com,28,Male,145,164,Yes,Groceries,Kanpur,251,49
387,user387@yahoo.com,26,Female,127,79,No,Electronics,New Delhi,41,76
388,user388@gmail.com,79,Male,20,180,Yes,Luxury & Beauty,Mumbai,20,40
389,user389@gmail.com,42,Male,27,93,Yes,Books,New Delhi,257,94
390,user390@hotmail.com,32,Male,76,177,No,Electronics,New Delhi,168,53
391,user391@srm.ac.in,24,Female,103,38,No,Clothing,New Delhi,105,97
392,user392@srm.ac.in,13,Male,40,171,Yes,Groceries,Bangalore,20,94
393,user393@gmail.com,26,Male,112,50,Yes,Electronics,Chennai,50,12
394,user394@gmail.com,11,Male,56,133,Yes,Luxury & Beauty,Kanpur,266,14
395,user395@srm.ac.in,55,Male,169,143,No,Luxury & Beauty,Coimbatore,159,82
396,user396@outlook.com,40,Male,139,168,No,Clothing,New Delhi,148,74
397,user397@srm.ac.in,51,Male,68,87,Yes,Groceries,Kanpur,214,100
398,user398@yahoo.com,12,Female,166,34,Yes,Luxury & Beauty,Salem,199,45
399,user399@outlook.com,32,Male,144,95,Yes,Luxury & Beauty,Coimbatore,128,19
400,user400@yahoo.com,43,Male,9,148,No,Luxury & Beauty,Salem,281,35
401,user401@gmail.com,16,Male,102,127,Yes,Electronics,Chennai,164,96
402,user402@outlook.com,26,Female,96,154,Yes,Electronics,Chennai,43,27
403,user403@yahoo.com,63,Female,127,151,No,Groceries,Chennai,102,96
404,user404@yahoo.com,77,Male,144,175,No,Clothing,Bangalore,293,51
405,user405@outlook.com,24,Male,129,111,No,Groceries,Salem,55,90
406,user406@hotmail.com,18,Male,93,177,No,Clothing,Salem,173,40
407,user407@srm.ac.in,70,Male,149,141,Yes,Books,Chennai,65,1
408,user408@kpriet.ac.in,67,Female,133,78,Yes,Luxury & Beauty,Salem,222,22
409,user409@yahoo.com,56,Male,87,113,Yes,Clothing,Kanpur,82,63
410,user410@srm.ac.in,75,Female,104,8,No,Luxury & Beauty,Mumbai,91,1
411,user411@kpriet.ac.in,23,Female,74,138,No,Clothing,Kanpur,163,13
412,user412@srm.ac.in,67,Male,51,32,No,Books,Salem,241,9
413,user413@gmail.com,74,Female,11,11,Yes,Clothing,Salem,127,100
414,user414@kpriet.ac.in,38,Male,86,102,No,Groceries,Kanpur,278,90
415,user415@srm.ac.in,15,Male,157,42,Yes,Electronics,Salem,182,54
416,user416@yahoo.com,76,Female,61,18,Yes,Luxury & Beauty,Chennai,195,68
417,user417@kpriet.ac.in,48,Female,12,176,Yes,Electronics,Tiruppur,153,54
418,user418@gmail.com,68,Female,76,19,Yes,Clothing,Tiruppur,251,84
419,user419@outlook.com,13,Male,19,56,No,Groceries,Tiruppur,159,37
420,user420@yahoo.com,17,Male,125,73,No,Clothing,Coimbatore,145,94
421,user421@gmail.com,71,Female,140,46,Yes,Books,Mumbai,184,56
422,user422@gmail.com,61,Female,96,78,Yes,Books,Mumbai,194,22
423,user423@kpriet.ac.in,64,Male,154,179,No,Books,Coimbatore,127,23
424,user424@srm.ac.in,23,Female,64,69,Yes,Clothing,Mumbai,255,48
425,user425@outlook.com,72,Female,45,42,No,Books,Salem,188,24
426,user426@yahoo.com,66,Female,30,20,Yes,Clothing,Bangalore,28,91
,,,,,,,,,,
428,user428@srm.ac.in,20,Female,173,57,Yes,Groceries,Salem,21,26
429,user429@outlook.com,51,Male,66,143,No,Luxury & Beauty,Chennai,263,63
430,user430@kpriet.ac.in,28,Female,73,13,Yes,Electronics,New Delhi,22,24
431,user431@yahoo.com,18,Female,141,96,No,Luxury & Beauty,Kanpur,24,65
432,user432@outlook.com,26,Male,19,120,Yes,Electronics,Kanpur,108,15
433,user433@kpriet.ac.in,45,Female,61,31,Yes,Electronics,Coimbatore,231,58
434,user434@kpriet.ac.in,80,Male,152,162,Yes,Clothing,Chennai,270,73
435,user435@yahoo.com,51,Male,104,177,No,Books,New Delhi,221,28
436,user436@srm.ac.in,58,Female,95,148,Yes,Books,Chennai,295,24
437,user437@hotmail.com,77,Male,49,62,No,Books,Salem,61,26
438,user438@yahoo.com,47,Female,50,170,Yes,Luxury & Beauty,Kanpur,59,8
439,user439@gmail.com,68,Male,65,148,Yes,Books,Kanpur,295,96
440,user440@gmail.com,74,Female,156,104,No,Groceries,Salem,35,24
441,user441@kpriet.ac.in,65,Female,86,65,Yes,Clothing,Mumbai,247,98
442,user442@hotmail.com,22,Male,96,135,Yes,Books,New Delhi,83,25
443,user443@yahoo.com,24,Female,156,78,Yes,Books,Mumbai,200,34
444,user444@gmail.com,80,Male,12,175,No,Books,Tiruppur,212,53
445,user445@gmail.com,37,Female,95,17,Yes,Luxury & Beauty,Salem,203,57
446,user446@yahoo.com,65,Male,150,102,No,Clothing,New Delhi,218,81
447,user447@outlook.com,67,Female,149,104,No,Groceries,Salem,110,80
448,user448@kpriet.ac.in,39,Male,41,111,No,Books,Bangalore,24,14
449,user449@yahoo.com,62,Female,149,180,Yes,Electronics,Coimbatore,83,82
450,user450@outlook.com,53,Female,53,85,Yes,Luxury & Beauty,Salem,256,22
451,user451@kpriet.ac.in,68,Male,131,146,No,Books,Kanpur,209,11
452,user452@hotmail.com,61,Male,143,18,No,Books,Tiruppur,118,38
453,user453@srm.ac.in,63,Male,84,8,Yes,Luxury & Beauty,New Delhi,247,11
454,user454@kpriet.ac.in,22,Female,49,69,No,Groceries,Mumbai,24,49
455,user455@hotmail.com,50,Female,130,56,Yes,Electronics,Tiruppur,133,16
456,user456@srm.ac.in,64,Male,14,163,No,Electronics,Coimbatore,30,36
457,user457@gmail.com,50,Male,28,118,No,Groceries,Coimbatore,163,9
458,user458@gmail.com,42,Male,19,62,No,Luxury & Beauty,Chennai,203,44
459,user459@gmail.com,57,Male,64,167,No,Books,Coimbatore,118,4
460,user460@kpriet.ac.in,29,Female,159,170,Yes,Groceries,Kanpur,66,75
461,user461@outlook.com,70,Male,61,99,Yes,Luxury & Beauty,Tiruppur,175,31
462,user462@srm.ac.in,18,Female,10,155,No,Luxury & Beauty,Mumbai,133,62
463,user463@gmail.com,21,Female,139,144,No,Luxury & Beauty,Mumbai,139,63
464,user464@yahoo.com,20,Male,127,159,No,Luxury & Beauty,Salem,272,87
465,user465@srm.ac.in,21,Male,5,55,No,Electronics,Coimbatore,205,98
466,user466@srm.ac.in,65,Male,89,54,Yes,Luxury & Beauty,Mumbai,38,13
467,user467@outlook.com,22,Male,162,80,Yes,Groceries,New Delhi,163,2
468,user468@hotmail.com,57,Female,56,119,Yes,Books,Kanpur,272,8
469,user469@outlook.com,26,Male,38,50,No,Books,Tiruppur,127,35
470,user470@gmail.com,17,Male,92,179,No,Clothing,Salem,23,97
471,user471@yahoo.com,52,Female,50,24,No,Groceries,Mumbai,120,1
472,user472@yahoo.com,25,Male,87,52,No,Clothing,Coimbatore,222,86
473,user473@gmail.com,62,Female,20,49,No,Groceries,Coimbatore,76,75
474,user474@yahoo.com,55,Female,10,136,Yes,Luxury & Beauty,Kanpur,162,6
475,user475@outlook.com,64,Female,42,35,No,Clothing,Salem,276,13
476,user476@kpriet.ac.in,16,Female,155,101,Yes,Luxury & Beauty,Tiruppur,272,28
477,user477@outlook.com,46,Female,41,15,Yes,Groceries,Kanpur,107,67
478,user478@kpriet.ac.in,49,Female,33,114,No,Electronics,Kanpur,119,1
479,user479@gmail.com,55,Female,139,76,Yes,Electronics,Coimbatore,109,49
480,user480@yahoo.com,23,Female,98,147,No,Electronics,New Delhi,53,78
481,user481@srm.ac.in,74,Female,23,72,Yes,Electronics,Bangalore,85,67
482,user482@hotmail.com,37,Female,100,38,No,Books,Chennai,53,98
483,user483@srm.ac.in,29,Male,174,46,Yes,Electronics,Bangalore,85,35
484,user484@kpriet.ac.in,71,Female,106,154,No,Groceries,New Delhi,152,63
485,user485@outlook.com,38,Female,155,70,Yes,Electronics,Tiruppur,136,61
486,user486@outlook.com,23,Male,30,6,No,Books,New Delhi,287,97
487,user487@outlook.com,54,Female,91,89,No,Luxury & Beauty,Coimbatore,160,44
488,user488@outlook.com,57,Female,82,124,No,Clothing,Kanpur,118,78
489,user489@hotmail.com,24,Female,87,44,No,Luxury & Beauty,Chennai,31,55
490,user490@gmail.com,45,Male,39,15,Yes,Luxury & Beauty,Tiruppur,292,44
491,user491@outlook.com,38,Male,45,44,Yes,Clothing,Salem,149,48
492,user492@kpriet.ac.in,64,Male,116,87,Yes,Electronics,New Delhi,252,88
493,user493@yahoo.com,13,Male,168,157,Yes,Electronics,Bangalore,21,44
494,user494@hotmail.com,44,Female,129,18,Yes,Groceries,Tiruppur,238,41
495,user495@kpriet.ac.in,13,Female,171,165,Yes,Electronics,Bangalore,46,31
496,user496@kpriet.ac.in,33,Female,86,162,Yes,Electronics,Coimbatore,185,47
497,user497@outlook.com,44,Male,49,174,Yes,Groceries,Kanpur,241,86
498,user498@yahoo.com,49,Male,148,82,Yes,Clothing,Kanpur,228,52
499,user499@outlook.com,53,Female,162,130,No,Groceries,Salem,160,49
500,user500@kpriet.ac.in,54,Male,96,151,Yes,Electronics,Mumbai,82,79
501,user501@gmail.com,10,Female,62,145,Yes,Electronics,Tiruppur,285,8
502,user502@hotmail.com,33,Male,175,96,Yes,Electronics,Kanpur,258,46
503,user503@gmail.com,28,Female,155,23,No,Groceries,Coimbatore,273,43
504,user504@hotmail.com,61,Female,49,86,No,Clothing,Coimbatore,205,13
505,user505@outlook.com,18,Female,101,139,No,Books,Bangalore,284,1
506,user506@outlook.com,28,Female,83,61,Yes,Groceries,Coimbatore,42,59
507,user507@hotmail.com,13,Female,80,52,No,Clothing,Tiruppur,134,90
508,user508@yahoo.com,21,Female,37,138,Yes,Electronics,Kanpur,44,52
509,user509@yahoo.com,77,Male,50,22,Yes,Clothing,Tiruppur,162,93
510,user510@outlook.com,37,Female,5,134,Yes,Luxury & Beauty,Mumbai,235,18
511,user511@outlook.com,58,Male,151,45,Yes,Luxury & Beauty,Bangalore,292,4
512,user512@gmail.com,63,Male,105,111,No,Books,Tiruppur,249,78
513,user513@kpriet.ac.in,68,Female,150,144,Yes,Electronics,Chennai,181,16
514,user514@outlook.com,53,Male,13,142,No,Books,Tiruppur,22,68
515,user515@hotmail.com,30,Male,51,108,Yes,Luxury & Beauty,Coimbatore,220,36
516,user516@yahoo.com,57,Male,159,28,No,Books,New Delhi,119,90
517,user517@yahoo.com,49,Male,86,94,No,Luxury & Beauty,New Delhi,191,97
518,user518@gmail.com,51,Male,161,61,No,Luxury & Beauty,Kanpur,61,32
519,user519@yahoo.com,20,Male,61,59,Yes,Clothing,Kanpur,32,48
520,user520@yahoo.com,16,Female,168,174,No,Electronics,Chennai,135,58
521,user521@kpriet.ac.in,29,Male,149,89,Yes,Luxury & Beauty,Tiruppur,236,80
522,user522@srm.ac.in,30,Male,31,89,Yes,Electronics,Bangalore,58,88
523,user523@hotmail.com,16,Male,132,97,No,Books,Coimbatore,147,85
524,user524@kpriet.ac.in,20,Male,41,80,Yes,Books,Bangalore,120,61
525,user525@srm.ac.in,44,Male,89,60,Yes,Luxury & Beauty,Chennai,104,66
526,user526@yahoo.com,66,Male,24,163,Yes,Electronics,Coimbatore,188,53
527,user527@gmail.com,64,Female,65,140,Yes,Luxury & Beauty,Coimbatore,179,85
528,user528@gmail.com,72,Female,93,126,Yes,Luxury & Beauty,Bangalore,52,25
529,user529@yahoo.com,66,Male,86,148,No,Clothing,Chennai,69,1
530,user530@outlook.com,63,Female,47,171,Yes,Books,New Delhi,34,82
531,user531@srm.ac.in,44,Female,167,7,Yes,Electronics,Chennai,265,42
532,user532@yahoo.com,37,Male,27,34,Yes,Books,Chennai,241,3
533,user533@gmail.com,75,Male,176,176,Yes,Clothing,Mumbai,32,82
534,user534@gmail.com,24,Female,168,93,No,Groceries,Salem,191,47
535,user535@srm.ac.in,54,Male,90,119,Yes,Books,Coimbatore,148,6
536,user536@hotmail.com,65,Male,119,66,No,Clothing,Mumbai,146,95
537,user537@yahoo.com,24,Female,7,169,No,Books,Kanpur,75,42
538,user538@kpriet.ac.in,46,Female,72,162,No,Electronics,Salem,262,87
539,user539@yahoo.com,72,Male,58,164,Yes,Clothing,Mumbai,142,57
540,user540@hotmail.com,77,Female,68,67,Yes,Groceries,Kanpur,194,30
541,user541@srm.ac.in,49,Male,22,15,Yes,Books,Bangalore,47,78
542,user542@srm.ac.in,15,Male,94,179,No,Clothing,Tiruppur,190,63
543,user543@gmail.com,38,Male,70,87,No,Groceries,Mumbai,286,52
544,user544@hotmail.com,60,Male,32,102,Yes,Electronics,Mumbai,141,95
545,user545@srm.ac.in,17,Male,5,34,No,Books,Coimbatore,57,79
,,,,,,,,,,
547,user547@yahoo.com,36,Female,103,70,No,Electronics,Mumbai,68,45
548,user548@gmail.com,48,Female,117,143,No,Electronics,Tiruppur,248,55
549,user549@kpriet.ac.in,37,Female,112,77,No,Electronics,Mumbai,83,61
550,user550@hotmail.com,27,Female,47,11,No,Electronics,Salem,63,85
551,user551@gmail.com,42,Male,110,137,No,Groceries,Salem,51,90
552,user552@srm.ac.in,47,Female,131,100,No,Luxury & Beauty,Kanpur,37,13
553,user553@srm.ac.in,51,Female,101,136,Yes,Books,Tiruppur,213,94
554,user554@kpriet.ac.in,25,Female,94,135,Yes,Electronics,Kanpur,180,50
555,user555@kpriet.ac.in,10,Male,144,119,No,Books,Tiruppur,53,38
556,user556@kpriet.ac.in,73,Male,101,129,No,Clothing,Bangalore,85,78
557,user557@kpriet.ac.in,65,Female,30,16,No,Electronics,Mumbai,51,25
558,user558@kpriet.ac.in,32,Male,127,80,No,Electronics,Bangalore,246,92
559,user559@outlook.com,26,Male,152,171,No,Books,Tiruppur,48,19
560,user560@yahoo.com,58,Male,171,54,No,Luxury & Beauty,Coimbatore,174,67
561,user561@hotmail.com,78,Female,180,87,Yes,Clothing,New Delhi,241,74
562,user562@gmail.com,39,Female,62,136,Yes,Luxury & Beauty,Kanpur,53,92
563,user563@kpriet.ac.in,74,Female,46,26,No,Books,Coimbatore,72,65
564,user564@yahoo.com,55,Female,120,29,Yes,Groceries,Chennai,48,5
565,user565@srm.ac.in,19,Male,23,47,Yes,Electronics,New Delhi,46,17
566,user566@yahoo.com,60,Male,13,142,No,Groceries,Salem,170,64
567,user567@kpriet.ac.in,15,Male,80,141,Yes,Books,Mumbai,215,12
568,user568@gmail.com,65,Male,10,6,No,Books,Salem,225,39
569,user569@kpriet.ac.in,12,Female,86,165,Yes,Books,Kanpur,69,87
570,user570@yahoo.com,68,Female,71,21,Yes,Books,New Delhi,230,71
571,user571@srm.ac.in,19,Female,31,58,No,Electronics,Tiruppur,139,60
572,user572@yahoo.com,50,Male,23,176,Yes,Groceries,Coimbatore,25,22
573,user573@kpriet.ac.in,64,Male,92,166,No,Clothing,Bangalore,252,58
574,user574@hotmail.com,61,Male,48,59,Yes,Electronics,Salem,216,15
575,user575@yahoo.com,63,Male,101,180,Yes,Books,New Delhi,257,62
576,user576@hotmail.com,47,Female,46,113,Yes,Books,Salem,239,85
577,user577@kpriet.ac.in,24,Female,24,31,No,Electronics,Coimbatore,71,70
578,user578@yahoo.com,61,Male,145,57,No,Groceries,Chennai,193,31
579,user579@srm.ac.in,12,Male,28,142,Yes,Groceries,Chennai,33,32
580,user580@outlook.com,51,Female,91,116,Yes,Luxury & Beauty,Chennai,252,28
581,user581@outlook.com,31,Male,157,170,No,Luxury & Beauty,Tiruppur,284,22
582,user582@hotmail.com,68,Male,162,23,No,Luxury & Beauty,Coimbatore,188,97
583,user583@kpriet.ac.in,56,Female,128,180,Yes,Books,Kanpur,118,85
584,user584@hotmail.com,21,Male,12,44,Yes,Electronics,Coimbatore,75,90
585,user585@kpriet.ac.in,65,Male,115,11,No,Electronics,Salem,72,12
586,user586@kpriet.ac.in,23,Male,172,122,No,Luxury & Beauty,Mumbai,26,14
587,user587@outlook.com,41,Female,47,89,Yes,Groceries,Tiruppur,54,56
588,user588@srm.ac.in,65,Male,160,14,No,Luxury & Beauty,New Delhi,119,92
589,user589@srm.ac.in,61,Female,116,27,Yes,Electronics,Kanpur,84,4
590,user590@yahoo.com,77,Male,45,23,Yes,Books,Chennai,280,21
591,user591@hotmail.com,20,Male,18,18,No,Luxury & Beauty,Kanpur,151,42
592,user592@srm.ac.in,60,Female,30,50,No,Clothing,Coimbatore,201,50
593,user593@gmail.com,49,Female,89,69,Yes,Clothing,Coimbatore,235,99
594,user594@yahoo.com,53,Female,57,147,No,Groceries,Mumbai,266,36
595,user595@yahoo.com,38,Male,53,23,Yes,Electronics,Tiruppur,247,29
596,user596@outlook.com,52,Male,109,152,No,Books,Coimbatore,115,93
597,user597@hotmail.com,31,Female,146,63,Yes,Clothing,Tiruppur,144,33
598,user598@srm.ac.in,19,Male,143,71,No,Luxury & Beauty,Bangalore,90,86
599,user599@srm.ac.in,75,Male,72,109,Yes,Books,New Delhi,42,61
600,user600@kpriet.ac.in,24,Female,174,104,Yes,Electronics,Salem,50,86
601,user601@yahoo.com,77,Male,77,120,No,Luxury & Beauty,Kanpur,85,16
602,user602@hotmail.com,75,Male,81,166,No,Books,Chennai,179,86
603,user603@hotmail.com,34,Female,65,108,No,Electronics,Coimbatore,243,18
604,user604@hotmail.com,54,Female,29,115,No,Books,Mumbai,282,69
605,user605@kpriet.ac.in,54,Female,17,85,Yes,Clothing,New Delhi,203,82
606,user606@outlook.com,28,Male,105,9,Yes,Clothing,New Delhi,179,93
607,user607@srm.ac.in,40,Female,151,104,Yes,Electronics,Kanpur,297,63
608,user608@hotmail.com,23,Female,145,177,No,Clothing,Salem,94,12
609,user609@kpriet.ac.in,28,Female,130,35,Yes,Electronics,Kanpur,95,89
610,user610@outlook.com,42,Male,44,141,No,Groceries,Mumbai,260,43
611,user611@kpriet.ac.in,35,Female,18,6,Yes,Clothing,Bangalore,178,29
612,user612@gmail.com,32,Female,97,169,No,Books,Coimbatore,195,74
613,user613@yahoo.com,29,Female,5,163,Yes,Books,Mumbai,169,99
614,user614@srm.ac.in,19,Male,114,21,No,Electronics,Salem,208,77
615,user615@kpriet.ac.in,32,Female,27,154,Yes,Groceries,Kanpur,24,9
616,user616@kpriet.ac.in,73,Male,80,16,Yes,Luxury & Beauty,Salem,285,83
617,user617@srm.ac.in,69,Female,174,23,Yes,Books,New Delhi,94,44
618,user618@yahoo.com,67,Male,165,96,No,Groceries,Chennai,49,49
619,user619@gmail.com,51,Male,158,133,No,Books,Chennai,141,92
620,user620@outlook.com,50,Male,127,32,Yes,Electronics,Bangalore,279,96
621,user621@kpriet.ac.in,29,Female,56,79,Yes,Electronics,New Delhi,47,95
622,user622@yahoo.com,66,Male,29,180,No,Luxury & Beauty,Bangalore,236,93
623,user623@outlook.com,18,Female,11,82,No,Electronics,Chennai,196,49
624,user624@outlook.com,70,Male,57,160,No,Luxury & Beauty,Kanpur,120,84
625,user625@outlook.com,66,Female,48,27,Yes,Electronics,Tiruppur,122,83
626,user626@gmail.com,48,Female,168,77,Yes,Books,Coimbatore,123,72
627,user627@gmail.com,45,Female,79,117,No,Electronics,Salem,55,56
628,user628@outlook.com,17,Male,25,102,Yes,Clothing,Mumbai,194,30
629,user629@hotmail.com,55,Male,126,106,No,Groceries,Mumbai,116,29
630,user630@srm.ac.in,74,Male,34,174,Yes,Books,Bangalore,263,34
631,user631@gmail.com,19,Female,83,12,No,Groceries,Tiruppur,259,15
632,user632@hotmail.com,49,Female,106,126,No,Clothing,Bangalore,189,38
633,user633@hotmail.com,69,Female,125,45,Yes,Groceries,Kanpur,191,12
634,user634@kpriet.ac.in,67,Female,130,141,No,Clothing,Salem,173,15
635,user635@srm.ac.in,14,Male,174,61,No,Electronics,New Delhi,234,12
636,user636@outlook.com,17,Male,72,39,Yes,Electronics,New Delhi,188,44
637,user637@kpriet.ac.in,57,Male,28,105,Yes,Clothing,Bangalore,103,95
638,user638@kpriet.ac.in,46,Male,169,144,No,Books,Coimbatore,73,76
639,user639@hotmail.com,19,Female,144,80,Yes,Electronics,Bangalore,252,25
,,,,,,,,,,
641,user641@hotmail.com,74,Female,52,41,No,Groceries,Coimbatore,273,15
642,user642@outlook.com,59,Male,99,81,Yes,Electronics,Tiruppur,132,74
643,user643@outlook.com,69,Male,102,178,Yes,Clothing,Mumbai,21,48
644,user644@kpriet.ac.in,80,Male,99,170,Yes,Clothing,Kanpur,134,17
645,user645@kpriet.ac.in,15,Female,52,100,Yes,Electronics,Salem,137,41
646,user646@gmail.com,67,Male,119,7,No,Clothing,Bangalore,258,49
647,user647@gmail.com,34,Female,16,146,No,Electronics,Kanpur,129,74
648,user648@hotmail.com,51,Female,72,147,No,Luxury & Beauty,Kanpur,142,95
649,user649@outlook.com,70,Male,117,41,Yes,Electronics,Tiruppur,266,1
650,user650@outlook.com,74,Female,124,36,Yes,Books,Chennai,189,40
651,user651@kpriet.ac.in,29,Female,72,15,No,Groceries,Chennai,212,8
652,user652@srm.ac.in,17,Female,62,6,No,Clothing,Tiruppur,125,76
653,user653@hotmail.com,67,Male,73,151,No,Groceries,Mumbai,224,69
654,user654@gmail.com,23,Male,149,157,No,Electronics,New Delhi,114,25
655,user655@srm.ac.in,53,Male,20,105,Yes,Electronics,Tiruppur,23,50
656,user656@outlook.com,20,Female,43,142,No,Electronics,Coimbatore,205,55
657,user657@gmail.com,74,Male,175,145,No,Books,Bangalore,25,41
658,user658@hotmail.com,32,Male,29,26,Yes,Groceries,Chennai,57,99
659,user659@outlook.com,15,Female,26,83,No,Groceries,Kanpur,203,47
660,user660@hotmail.com,41,Female,176,58,Yes,Clothing,Kanpur,35,87
661,user661@kpriet.ac.in,66,Female,93,93,No,Electronics,Coimbatore,78,17
662,user662@srm.ac.in,66,Female,143,59,No,Clothing,Bangalore,92,67
663,user663@srm.ac.in,77,Male,110,110,Yes,Books,Mumbai,168,85
664,user664@srm.ac.in,76,Male,155,170,No,Luxury & Beauty,Salem,245,78
665,user665@yahoo.com,30,Male,63,136,Yes,Books,Bangalore,119,76
666,user666@hotmail.com,56,Female,146,41,Yes,Luxury & Beauty,Mumbai,204,29
667,user667@srm.ac.in,57,Female,20,46,Yes,Electronics,Chennai,42,14
668,user668@kpriet.ac.in,46,Female,104,52,No,Groceries,Kanpur,35,51
669,user669@srm.ac.in,59,Female,138,61,Yes,Groceries,New Delhi,121,2
670,user670@hotmail.com,62,Female,112,162,Yes,Clothing,New Delhi,121,69
671,user671@srm.ac.in,53,Male,142,69,Yes,Luxury & Beauty,Mumbai,165,59
672,user672@hotmail.com,16,Female,180,54,Yes,Clothing,Tiruppur,109,41
673,user673@outlook.com,52,Female,126,34,Yes,Electronics,Tiruppur,132,19
674,user674@kpriet.ac.in,18,Male,151,51,Yes,Groceries,Tiruppur,154,38
675,user675@hotmail.com,52,Female,65,176,No,Clothing,Coimbatore,109,29
676,user676@hotmail.com,22,Male,126,150,Yes,Luxury & Beauty,Coimbatore,193,64
677,user677@yahoo.com,59,Female,81,18,No,Electronics,New Delhi,145,88
678,user678@outlook.com,46,Male,25,145,Yes,Electronics,Kanpur,111,59
679,user679@kpriet.ac.in,42,Male,106,123,No,Luxury & Beauty,Bangalore,120,19
680,user680@yahoo.com,29,Female,13,170,No,Clothing,Kanpur,31,77
681,user681@srm.ac.in,52,Male,133,145,No,Books,Tiruppur,110,37
682,user682@hotmail.com,20,Female,151,23,Yes,Clothing,Tiruppur,154,19
683,user683@kpriet.ac.in,28,Female,137,79,No,Luxury & Beauty,Coimbatore,71,96
684,user684@outlook.com,54,Female,151,176,Yes,Groceries,Tiruppur,30,86
685,user685@yahoo.com,49,Female,178,22,Yes,Clothing,Kanpur,90,90
686,user686@hotmail.com,60,Female,163,69,Yes,Books,Bangalore,214,5
687,user687@gmail.com,26,Female,42,30,No,Clothing,Kanpur,76,77
688,user688@kpriet.ac.in,20,Female,35,55,No,Groceries,Bangalore,193,41
689,user689@yahoo.com,49,Male,119,153,Yes,Electronics,Chennai,127,40
690,user690@outlook.com,58,Female,49,129,Yes,Clothing,Coimbatore,176,65
691,user691@yahoo.com,52,Female,47,89,No,Electronics,Coimbatore,253,89
692,user692@yahoo.com,26,Male,59,96,Yes,Groceries,Tiruppur,142,16
693,user693@yahoo.com,77,Female,54,37,No,Books,New Delhi,209,36
694,user694@srm.ac.in,21,Female,37,176,Yes,Clothing,Tiruppur,210,91
695,user695@gmail.com,64,Male,15,172,Yes,Electronics,Salem,107,74
696,user696@outlook.com,75,Female,113,65,No,Books,New Delhi,289,62
697,user697@outlook.com,56,Female,25,30,Yes,Electronics,Mumbai,242,81
698,user698@outlook.com,12,Female,179,77,No,Electronics,Chennai,53,28
699,user699@hotmail.com,56,Female,116,163,Yes,Electronics,New Delhi,80,64
700,user700@kpriet.ac.in,49,Male,56,22,No,Clothing,Bangalore,93,38
701,user701@outlook.com,33,Female,165,54,Yes,Electronics,Salem,86,91
702,user702@kpriet.ac.in,37,Female,42,86,Yes,Groceries,Kanpur,117,49
703,user703@outlook.com,53,Female,157,129,No,Luxury & Beauty,Tiruppur,118,8
704,user704@gmail.com,72,Female,71,120,No,Books,Kanpur,292,43
705,user705@hotmail.com,34,Female,86,89,No,Books,Kanpur,213,20
